Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Hotel_number_reviews,Reviewer_number_reviews,Review_Score,Review,Review_Type
Mariahilfer Mariahilfer Stra e 122 Ecke Kaiserstra e 1 3 07 Neubau 1070 Vienna Austria,6/10/2017,8.5,IntercityHotel Wien, Iran ,3003,12,5.8, we booked a room with one queen size bed but they gave us tow single bed and we had to checked out at early morning and checked in in the afternoon to change our room and the free WiFi was so bad it was remaind me to 20 years a go at the time that internet is come ,Bad_review
55 55 61 Westbourne Terrace Westminster Borough London W2 3UY UK,6/28/2017,7.3,Shaftesbury Premier London Paddington, United Kingdom ,3609,1,4.2, I was most disappointed with the Hotel it is undergoing major refurbishment had we known we would not have booked we have stayed previously in a Hotel that was undergoing a refurbishment we should have been told about this and been given the opportunity to book a different hotel and if the room was a Deluxe Double I m at a loss to see why The room was very small you had to edge sideways to get between the bed and the wall to get from the door to the hanging space for our clothes and as for the bathroom apologies for getting personal but you could not sit on the toilet properly as it was too close to the wall in front of you The corridor our room was in room 005 ground floor had been blocked off just passed it so the chambermaids trolley and the dirty washing was right outside of the door and it appeared that there was a smoking area in the street outside of the window as regularly workers were there smoking I cannot see how this warrants 4 status We would not stay again at this hotel Location as it was close to Paddington Station,Bad_review
Wrights Wrights Lane Kensington and Chelsea London W8 5SP UK,12/19/2016,7.8,Holiday Inn London Kensington, United Kingdom ,5945,1,2.5, The staff were rude they charged us 3 times for the hotel wich then left us not being able to afford anything Absolutely nothing was a nightmare,Bad_review
Ottakringer Ottakringer Stra e 34 36 17 Hernals 1170 Vienna Austria,6/9/2017,7.7,Exe Vienna, Bosnia and Herzegovina ,2667,9,2.9, Very far from the center and scary neighbourhood and no parking place The staff was ok,Bad_review
173 173 185 Greenwich High Rd Greenwich London SE10 8JA UK,8/18/2015,8.6,Novotel London Greenwich, United Kingdom ,924,6,5.8, Nothing to hate The facilities were generally quite basic the carpets quite worn but the room rates were much higher than average Is this because of the location  Perfect location to meet my tour My friends and I had the burgers at the restaurant we enjoyed them ,Bad_review
372 372 Strand Westminster Borough London WC2R 0JJ UK,2/13/2017,8.1,Strand Palace Hotel, Jordan ,9568,1,3.8, Dusty room and needs ventilation I had trouble breathing from the dust Someone was knocking on my door in the morning while I was trying to sleep since I had a very lat night out I couldn t manage to sleep 2 full hours This incIdent was repeated more than once that morning I complained and asked for an investigation I am waiting for the substitution of the trouble I ve been through from this hotel ,Bad_review
5 5 Cavell Street Tower Hamlets London E1 2BP UK,2/22/2016,8.5,Holiday Inn London Whitechapel, South Korea ,1131,36,4.6, Poor breakfast Far distance from the subway underground no on ground transportation to the airport except very expensive TAXI Well I think that there was nothing good,Bad_review
53 53 59 Kilburn High Road Maida Vale London Camden London NW6 5SB UK,6/30/2017,7.1,BEST WESTERN Maitrise Hotel Maida Vale, United Kingdom ,1877,32,5.0, Size of room ridiculously small Staff,Bad_review
30 30 Leinster Gardens Bayswater Westminster Borough London W2 3AN UK,7/12/2016,8.5,Blakemore Hyde Park, Malaysia ,6596,5,6.3, The bed was hopeless I thought it was just my room but I soon found out that my sons room also had the same problem with the bed Too soft and you will sink into it My wife and me suffered from severe back pain sleeping on it Im willing to bet most of the rooms have the same bed condition We complained and the staff said he will look into it and give us another room But he soon disappeared and when we met him later in the lobby he just smile and said hello like we never complained at all Rooms have been already charged and there is no such thing as cancelling and getting your refund back We knew the terms so complaining wouldnt help Continental Bfast is included in the package and if you want a full English bfast pay an extra GBP5 I do not understand why they need to do this as it creates a negative impression among customers and I have heard many of them whispering about this scam like technique around the tables Honestly do not take the bfast option as you will be left very very disappointed Its not worth the money at all There are other places nearby offering a hearthy hot bfast for GBP5 only Save you a pile of money For the money you spend here there are many other hotels nearby which do not charge as much and have much much more comfortable beds All the hotels in London brag about walking distances to restaurants and public transportation I believe that this hotel has quite a distance to go to the tube and the restaurants around Bayswater as compared to the others I would not recommend to others to stay here Stay around Paddington area is much better  The hotel room was clean and from appearance this hotel is newly refurbished Good facilities and the staff was quite friendly This hotel was among the priciest in the Bayswater area and from appearance it gave the impression that the room rates was worth the money The rooms are just slightly bigger than your average London hotel rooms There is a flat screen TV but I believe it is not cable TV and the Channel options are very basic very far even for my standards as compared to back home ,Bad_review
113 113 Lambeth Rd Lambeth London SE1 7LS UK,6/9/2017,8.2,Novotel London Waterloo, India ,1047,6,6.7, very highly priced for the quality of room and service they are way understaff checking in the hotel took 2 hours any room service will be charged at pound 5 or we have to do self service air conditioner not working and cleaned  good size room and nice extra bed for the kids which was comfortable,Bad_review
49 49 Avenue Marceau 16th arr 75116 Paris France,5/29/2016,8.2,Suites H tel Helzear Champs Elys es, Saudi Arabia ,965,11,3.3, Smile of the hotel is very bad and the room is not clean  Nothing,Bad_review
163 163 Marsh Wall Docklands Tower Hamlets London E14 9SJ UK,6/24/2017,7.1,Britannia International Hotel Canary Wharf, United Kingdom ,9086,25,4.2, Filthy exterior Windows hadn t been cleaned for years Ceiling mirror tiles near reception had similarly not been cleaned for years In our room the carpet was rotting near the edges The furniture was well worn as was the general decoration The power sockets were a strange mixture of modern uk 3pin and 3pins with large round Earth at the top TV was old so no subtitle facility The shower could be set to either scalding hot or freezing cold but nothing in between The beds themselves were of only poor quality  My worst hotel experience for many years After seeing the imposing hotel frontage and checking in with friendly desk staff it was all down hill from there on apart from the staff who cleaned the rooms Unfortunately the level of investment in the hotel was so low as to almost negate their best efforts ,Bad_review
Scarsdale Scarsdale Place Kensington Kensington and Chelsea London W8 5SY UK,4/28/2016,8.1,Copthorne Tara Hotel London Kensington, United Kingdom ,7105,22,4.2, Room uncomfortable bed hard and duvet thin Next to noisy tube line and shower not working properly No choice of TV stations nothing to commend at this hotel,Bad_review
11 11 12 Poplar Mews Shepherd s Bush Hammersmith and Fulham London W12 7JS UK,11/29/2015,8.0,Shepherd s Bush Boutique Hotel, United Kingdom ,1069,12,5.8, Hotel description not accurate It does say parking available when it is not They advise you to park about 20 mins walk away from the hotel which is not really great because at this time of year the weather makes it difficult for you to do that  The hotel is stylish It has a small bar if you need a drink Little bit expensive but at least it s there if you need one,Bad_review
225 225 Edgware Road Westminster Borough London W2 1JU UK,2/2/2017,7.5,Hilton London Metropole, Qatar ,6977,1,6.7, I didn t like that I payed for wifi it should to be free the bed are really not comfortable first time on my life i saw this twin bed connected together to be one bed The bath was too small as well the room are little bit small I like the quick check in and check out view was nice,Bad_review
Pallars Pallars 121 125 Sant Mart 08018 Barcelona Spain,6/30/2017,8.0,Hotel Spa Villa Olimpica Suites, United Kingdom ,3565,1,5.4, Bed is like bouncy castle Surrounding area stinks Spa,Bad_review
Diputaci Diputaci 262 264 Eixample 08007 Barcelona Spain,10/12/2015,8.3,HCC St Moritz, United Kingdom ,549,2,6.7, The service in the bar was not friendly or welcoming  The staff at the reception desk were excellent Very accommodating and helpful Avoid the bar they are not friendly The room was clean and comfortable ,Bad_review
Rembrandtplein Rembrandtplein 26 36 Amsterdam City Center 1017 CV Amsterdam Netherlands,11/1/2016,7.7,NH Amsterdam Schiller, United Kingdom ,1667,3,4.2, Service terrible,Bad_review
Wrights Wrights Lane Kensington and Chelsea London W8 5SP UK,12/10/2016,7.8,Holiday Inn London Kensington, Spain ,5945,2,6.3, The rooms and bathroom are smaller then they look on the pics but they are clean and littery is very good The check in out staff was a bit lost in their new system the hotel became a Holiday Inn the week before our arrival Couldn t find the reservation They asked for my credit card upon arrival but promised me they wouldn t charge it but when I came to check out and pay they had already charged my credit card not very happy  Overall the staff were incredibly friendly and helpful in particular the concierge service fantastic ,Bad_review
1 1 Inverness Terrace Westminster Borough London W2 3JP UK,4/7/2016,7.7,Grand Royale London Hyde Park, United States of America ,6539,9,4.2, no ID Check about Customer greedy on money only ,Bad_review
Via Via Giorgio Stephenson 55 20157 Milan Italy,11/9/2016,8.1,Barcel Milan, Switzerland ,3228,57,6.7, Breakfast not included Hotel with good design but not practical Asked for board and iron and they said no in the room I was going there often but I will find alternatives from now on ,Bad_review
20 20 28 Bolsover Street Westminster Borough London W1W 5NB UK,10/22/2015,8.1,Grange Fitzrovia Hotel, Lebanon ,1034,15,6.3, They took extra 90 on hold in case we used or broke anything from the hotel and that wasn t written with the hotel policies No fridge in the room The bed is comfortable,Bad_review
